Original Adjacency List:
0 <-> 0.000000 [0.000000]
0 <-> 0.000000 [0.000000]
0 <-> 0.000000 [46351328.000000]
0 <-> 0.000000 [43042736.000000]
0 <-> 0.000000 [12593830.000000]
0 <-> 0.000000 [49534120.000000]
0 <-> 0.000000 [45749948.000000]
0 <-> 0.000000 [21984178.000000]
0 <-> 0.000000 [38966980.000000]
0 <-> 0.000000 [42597392.000000]
0 <-> 0.000000 [25127566.000000]
0 <-> 0.000000 [48066088.000000]
0 <-> 0.000000 [48746096.000000]
0 <-> 0.000000 [26298152.000000]
0 <-> 0.000000 [49921056.000000]
0 <-> 0.000000 [46179772.000000]
0 <-> 0.000000 [30473042.000000]
0 <-> 0.000000 [50993748.000000]
0 <-> 0.000000 [43935524.000000]
0 <-> 0.000000 [33113260.000000]
0 <-> 0.000000 [43049920.000000]
0 <-> 0.000000 [51185252.000000]
0 <-> 0.000000 [35048956.000000]
0 <-> 0.000000 [37879580.000000]
0 <-> 0.000000 [36718880.000000]
0 <-> 0.000000 [34520492.000000]
0 <-> 0.000000 [45137512.000000]
0 <-> 0.000000 [28639756.000000]
0 <-> 0.000000 [37493008.000000]
0 <-> 0.000000 [46149260.000000]
0 <-> 0.000000 [50864720.000000]
0 <-> 0.000000 [37135732.000000]
0 <-> 0.000000 [30408704.000000]
0 <-> 0.000000 [39304120.000000]
0 <-> 0.000000 [38157940.000000]
0 <-> 0.000000 [39859684.000000]
0 <-> 0.000000 [24458190.000000]
0 <-> 0.000000 [38362696.000000]
0 <-> 0.000000 [50375320.000000]
0 <-> 0.000000 [45190008.000000]
0 <-> 0.000000 [40905384.000000]
0 <-> 0.000000 [42583676.000000]
0 <-> 0.000000 [42845108.000000]
0 <-> 0.000000 [41709740.000000]
0 <-> 0.000000 [39023372.000000]
0 <-> 0.000000 [44875652.000000]
0 <-> 0.000000 [41686668.000000]
0 <-> 0.000000 [52168632.000000]
0 <-> 0.000000 [38241588.000000]
0 <-> 0.000000 [42257256.000000]
0 <-> 0.000000 [40780036.000000]
0 <-> 0.000000 [47235412.000000]
0 <-> 0.000000 [44191288.000000]
0 <-> 0.000000 [47083864.000000]
0 <-> 0.000000 [48634600.000000]
0 <-> 0.000000 [45046836.000000]
0 <-> 0.000000 [33212724.000000]
0 <-> 0.000000 [47932944.000000]
0 <-> 0.000000 [43978512.000000]
0 <-> 0.000000 [49826672.000000]
0 <-> 0.000000 [42090236.000000]
0 <-> 0.000000 [44906268.000000]
0 <-> 0.000000 [34974372.000000]
0 <-> 0.000000 [32925954.000000]
0 <-> 0.000000 [44936864.000000]
0 <-> 0.000000 [36115032.000000]
0 <-> 0.000000 [37386552.000000]
0 <-> 0.000000 [46432060.000000]
0 <-> 0.000000 [41854472.000000]
0 <-> 0.000000 [47578232.000000]
0 <-> 0.000000 [46944276.000000]
0 <-> 0.000000 [33848060.000000]
0 <-> 0.000000 [46140324.000000]
0 <-> 0.000000 [46976468.000000]
0 <-> 0.000000 [44641516.000000]
0 <-> 0.000000 [34491616.000000]
0 <-> 0.000000 [47067076.000000]
0 <-> 0.000000 [45016316.000000]
0 <-> 0.000000 [48194588.000000]
0 <-> 0.000000 [48768648.000000]
0 <-> 0.000000 [49730728.000000]
0 <-> 0.000000 [51291372.000000]
0 <-> 0.000000 [48891788.000000]
0 <-> 0.000000 [52403236.000000]
0 <-> 0.000000 [21030420.000000]
0 <-> 0.000000 [50411628.000000]
0 <-> 0.000000 [41129048.000000]
0 <-> 0.000000 [45802492.000000]
0 <-> 0.000000 [51097240.000000]
0 <-> 0.000000 [51880676.000000]
0 <-> 0.000000 [54131308.000000]
0 <-> 0.000000 [49943076.000000]
0 <-> 0.000000 [24730616.000000]
0 <-> 0.000000 [40907904.000000]
0 <-> 0.000000 [50080484.000000]
0 <-> 0.000000 [43106548.000000]
0 <-> 0.000000 [37072760.000000]
0 <-> 0.000000 [51436536.000000]
0 <-> 0.000000 [52972552.000000]
0 <-> 0.000000 [50669796.000000]
0 <-> 0.000000 [51457236.000000]
0 <-> 0.000000 [46758732.000000]
0 <-> 0.000000 [43862732.000000]
0 <-> 0.000000 [51950996.000000]
0 <-> 0.000000 [22121288.000000]
0 <-> 0.000000 [51891932.000000]
0 <-> 0.000000 [52709364.000000]
0 <-> 0.000000 [23911212.000000]
0 <-> 0.000000 [44543656.000000]
0 <-> 0.000000 [51577956.000000]
0 <-> 0.000000 [40598480.000000]
0 <-> 0.000000 [44052672.000000]
0 <-> 0.000000 [52291156.000000]
0 <-> 0.000000 [45848228.000000]
0 <-> 0.000000 [44647672.000000]
0 <-> 0.000000 [46351328.000000]
0 <-> 0.000000 [43042736.000000]
0 <-> 0.000000 [12593830.000000]
0 <-> 0.000000 [49534120.000000]
0 <-> 0.000000 [45749948.000000]
0 <-> 0.000000 [21984178.000000]
0 <-> 0.000000 [38966980.000000]
0 <-> 0.000000 [42597392.000000]
0 <-> 0.000000 [25127566.000000]
