Original Adjacency List:
0 <-> 0.000000 [0.000000]
0 <-> 0.000000 [0.000000]
0 <-> 0.000000 [50250744.000000]
0 <-> 0.000000 [44178464.000000]
0 <-> 0.000000 [12597599.000000]
0 <-> 0.000000 [46861784.000000]
0 <-> 0.000000 [43516908.000000]
0 <-> 0.000000 [18915574.000000]
0 <-> 0.000000 [35854704.000000]
0 <-> 0.000000 [45608756.000000]
0 <-> 0.000000 [23068720.000000]
0 <-> 0.000000 [35647680.000000]
0 <-> 0.000000 [44067416.000000]
0 <-> 0.000000 [26226114.000000]
0 <-> 0.000000 [30966284.000000]
0 <-> 0.000000 [46246296.000000]
0 <-> 0.000000 [28317214.000000]
0 <-> 0.000000 [2128216448.000000]
0 <-> 0.000000 [44988760.000000]
0 <-> 0.000000 [30408712.000000]
0 <-> 0.000000 [35036500.000000]
0 <-> 0.000000 [44734336.000000]
0 <-> 0.000000 [32513848.000000]
0 <-> 0.000000 [33335712.000000]
0 <-> 0.000000 [44624412.000000]
0 <-> 0.000000 [50250744.000000]
0 <-> 0.000000 [44178464.000000]
0 <-> 0.000000 [12597599.000000]
0 <-> 0.000000 [46861784.000000]
0 <-> 0.000000 [43516908.000000]
0 <-> 0.000000 [18915574.000000]
0 <-> 0.000000 [35854704.000000]
0 <-> 0.000000 [45608756.000000]
0 <-> 0.000000 [23068720.000000]
0 <-> 0.000000 [35647680.000000]
0 <-> 0.000000 [44067416.000000]
0 <-> 0.000000 [26226114.000000]
0 <-> 0.000000 [30966284.000000]
0 <-> 0.000000 [46246296.000000]
0 <-> 0.000000 [28317214.000000]
0 <-> 0.000000 [2128216448.000000]
0 <-> 0.000000 [44988760.000000]
0 <-> 0.000000 [30408712.000000]
0 <-> 0.000000 [35036500.000000]
0 <-> 0.000000 [44734336.000000]
0 <-> 0.000000 [32513848.000000]
0 <-> 0.000000 [33335712.000000]
0 <-> 0.000000 [44624412.000000]
1 <-> 0.000000 [50250744.000000]
1 <-> 0.000000 [50250744.000000]
1 <-> 0.000000 [0.000000]
1 <-> 0.000000 [0.000000]
1 <-> 0.000000 [31533620.000000]
1 <-> 0.000000 [42707084.000000]
1 <-> 0.000000 [8773196.000000]
1 <-> 0.000000 [29779330.000000]
1 <-> 0.000000 [37960468.000000]
1 <-> 0.000000 [14933567.000000]
1 <-> 0.000000 [22469564.000000]
1 <-> 0.000000 [37491216.000000]
1 <-> 0.000000 [17608890.000000]
1 <-> 0.000000 [28503074.000000]
1 <-> 0.000000 [37247740.000000]
1 <-> 0.000000 [21154012.000000]
1 <-> 0.000000 [23643742.000000]
1 <-> 0.000000 [35439776.000000]
1 <-> 0.000000 [2164142336.000000]
1 <-> 0.000000 [25467008.000000]
1 <-> 0.000000 [35588396.000000]
1 <-> 0.000000 [23262784.000000]
1 <-> 0.000000 [25431454.000000]
1 <-> 0.000000 [34633324.000000]
1 <-> 0.000000 [25494248.000000]
1 <-> 0.000000 [28191428.000000]
1 <-> 0.000000 [31533620.000000]
1 <-> 0.000000 [42707084.000000]
1 <-> 0.000000 [8773196.000000]
1 <-> 0.000000 [29779330.000000]
1 <-> 0.000000 [37960468.000000]
1 <-> 0.000000 [14933567.000000]
1 <-> 0.000000 [22469564.000000]
1 <-> 0.000000 [37491216.000000]
1 <-> 0.000000 [17608890.000000]
1 <-> 0.000000 [28503074.000000]
1 <-> 0.000000 [37247740.000000]
1 <-> 0.000000 [21154012.000000]
1 <-> 0.000000 [23643742.000000]
1 <-> 0.000000 [35439776.000000]
1 <-> 0.000000 [2164142336.000000]
1 <-> 0.000000 [25467008.000000]
1 <-> 0.000000 [35588396.000000]
1 <-> 0.000000 [23262784.000000]
1 <-> 0.000000 [25431454.000000]
1 <-> 0.000000 [34633324.000000]
1 <-> 0.000000 [25494248.000000]
1 <-> 0.000000 [28191428.000000]
2 <-> 0.000000 [44178464.000000]
2 <-> 0.000000 [31533620.000000]
2 <-> 0.000000 [44178464.000000]
2 <-> 0.000000 [31533620.000000]
2 <-> 0.000000 [0.000000]
2 <-> 0.000000 [0.000000]
2 <-> 0.000000 [31791292.000000]
2 <-> 0.000000 [22769600.000000]
2 <-> 0.000000 [1810025.625000]
2 <-> 0.000000 [25290182.000000]
2 <-> 0.000000 [24077338.000000]
2 <-> 0.000000 [9331493.000000]
2 <-> 0.000000 [21392774.000000]
2 <-> 0.000000 [19173346.000000]
2 <-> 0.000000 [3041506.750000]
2 <-> 0.000000 [18543336.000000]
2 <-> 0.000000 [21092854.000000]
2 <-> 0.000000 [8425168.000000]
2 <-> 0.000000 [16154497.000000]
2 <-> 0.000000 [2172117248.000000]
2 <-> 0.000000 [6240389.500000]
2 <-> 0.000000 [14305649.000000]
2 <-> 0.000000 [13313151.000000]
2 <-> 0.000000 [6215249.500000]
2 <-> 0.000000 [12095833.000000]
2 <-> 0.000000 [13250205.000000]
2 <-> 0.000000 [3455414.250000]
2 <-> 0.000000 [31791292.000000]
